FeedbackID,VehicleID,Timestamp,RideComfortScore,HandlingScore,Comment
H0343,V047,2025-07-01 13:42:00,5.7,6.4,Needs suspension tuning.
H0344,V001,2025-07-01 13:43:00,9.5,5.5,Great handling in wet conditions.
H0345,V005,2025-07-01 13:44:00,9.5,7.2,Smooth ride with slight vibrations.
H0346,V100,2025-07-01 13:45:00,5.0,10.0,Noticeable noise from tires.
H0347,V071,2025-07-01 13:46:00,6.5,5.6,Cabin noise higher than expected.
H0348,V039,2025-07-01 13:47:00,7.6,7.9,Great handling in wet conditions.
H0349,V087,2025-07-01 13:48:00,5.5,9.4,Needs suspension tuning.
H0350,V056,2025-07-01 13:49:00,5.7,5.3,Handles well on rough terrain.
H0351,V065,2025-07-01 13:50:00,6.4,7.0,Noticeable noise from tires.
H0352,V055,2025-07-01 13:51:00,6.7,6.1,Noticeable noise from tires.
H0353,V075,2025-07-01 13:52:00,6.2,8.2,Great handling in wet conditions.
H0354,V022,2025-07-01 13:53:00,10.0,7.5,Comfortable and quiet.
H0355,V094,2025-07-01 13:54:00,5.1,8.1,Vibrations felt on steering wheel.
H0356,V023,2025-07-01 13:55:00,7.1,6.8,Comfortable and quiet.
H0357,V096,2025-07-01 13:56:00,5.0,6.3,Great handling in wet conditions.
H0358,V073,2025-07-01 13:57:00,6.1,6.8,Noticeable noise from tires.
H0359,V053,2025-07-01 13:58:00,8.8,9.8,Handles well on rough terrain.
H0360,V052,2025-07-01 13:59:00,7.1,9.9,Comfortable and quiet.
H0361,V081,2025-07-01 14:00:00,7.4,7.8,Smooth ride with slight vibrations.
H0362,V051,2025-07-01 14:01:00,6.3,9.4,Handles well on rough terrain.
H0363,V020,2025-07-01 14:02:00,7.6,6.4,Noticeable noise from tires.
H0364,V100,2025-07-01 14:03:00,7.7,7.0,Smooth ride with slight vibrations.
H0365,V064,2025-07-01 14:04:00,5.3,9.6,Comfortable and quiet.
H0366,V063,2025-07-01 14:05:00,7.4,7.3,Cabin noise higher than expected.
H0367,V067,2025-07-01 14:06:00,7.4,8.1,Handles well on rough terrain.
H0368,V073,2025-07-01 14:07:00,8.8,5.1,Cabin noise higher than expected.
H0369,V077,2025-07-01 14:08:00,11.0,8.5,Needs suspension tuning.
H0370,V056,2025-07-01 14:09:00,6.2,8.9,Noticeable noise from tires.
H0371,V026,2025-07-01 14:10:00,9.5,7.2,Cabin noise higher than expected.
H0372,V054,2025-07-01 14:11:00,5.1,9.7,Vibrations felt on steering wheel.
H0373,V001,2025-07-01 14:12:00,5.2,9.5,Handles well on rough terrain.
H0374,V056,2025-07-01 14:13:00,5.9,7.6,Smooth ride with slight vibrations.
H0375,V068,2025-07-01 14:14:00,5.5,5.9,Needs suspension tuning.
H0376,V099,2025-07-01 14:15:00,8.8,9.0,Handles well on rough terrain.
H0377,V011,2025-07-01 14:16:00,5.6,9.1,Vibrations felt on steering wheel.
H0378,V036,2025-07-01 14:17:00,6.0,6.1,Great handling in wet conditions.
H0379,V054,2025-07-01 14:18:00,9.6,8.8,Cabin noise higher than expected.
H0380,V046,2025-07-01 14:19:00,9.7,6.9,Comfortable and quiet.
H0381,V015,2025-07-01 14:20:00,6.6,8.7,Needs suspension tuning.
H0382,V096,2025-07-01 14:21:00,6.4,9.6,Great handling in wet conditions.
H0383,V061,2025-07-01 14:22:00,8.6,7.4,Noticeable noise from tires.
H0384,V008,2025-07-01 14:23:00,7.7,5.4,Comfortable and quiet.
H0385,V015,2025-07-01 14:24:00,9.0,6.6,Comfortable and quiet.
H0386,V057,2025-07-01 14:25:00,9.9,6.6,Noticeable noise from tires.
H0387,V018,2025-07-01 14:26:00,5.8,9.4,Needs suspension tuning.
H0388,V005,2025-07-01 14:27:00,8.6,5.3,Needs suspension tuning.
H0389,V063,2025-07-01 14:28:00,6.2,9.7,Cabin noise higher than expected.
H0390,V072,2025-07-01 14:29:00,7.7,5.6,Comfortable and quiet.
H0391,V058,2025-07-01 14:30:00,9.8,6.8,Noticeable noise from tires.
H0392,V064,2025-07-01 14:31:00,5.7,8.6,Comfortable and quiet.
H0393,V099,2025-07-01 14:32:00,7.8,9.3,Smooth ride with slight vibrations.
H0394,V011,2025-07-01 14:33:00,7.8,8.5,Cabin noise higher than expected.
H0395,V079,2025-07-01 14:34:00,9.6,8.1,Noticeable noise from tires.
H0396,V056,2025-07-01 14:35:00,8.3,7.6,Handles well on rough terrain.
H0397,V050,2025-07-01 14:36:00,6.6,8.6,Noticeable noise from tires.
H0398,V053,2025-07-01 14:37:00,9.1,5.4,Handles well on rough terrain.
H0399,V077,2025-07-01 14:38:00,8.4,9.1,Noticeable noise from tires.
H0400,V040,2025-07-01 14:39:00,9.4,6.9,Vibrations felt on steering wheel.
H0401,V072,2025-07-01 14:40:00,5.3,6.1,Cabin noise higher than expected.
H0402,V081,2025-07-01 14:41:00,9.9,8.4,Great handling in wet conditions.
H0403,V091,2025-07-01 14:42:00,5.8,6.0,Needs suspension tuning.
H0404,V048,2025-07-01 14:43:00,8.3,5.8,Needs suspension tuning.
H0405,V034,2025-07-01 14:44:00,6.8,8.4,Smooth ride with slight vibrations.
H0406,V006,2025-07-01 14:45:00,5.5,6.4,Noticeable noise from tires.
H0407,V033,2025-07-01 14:46:00,9.3,9.0,Needs suspension tuning.
H0408,V065,2025-07-01 14:47:00,6.2,7.0,Comfortable and quiet.
H0409,V032,2025-07-01 14:48:00,6.5,8.5,Noticeable noise from tires.
H0410,V080,2025-07-01 14:49:00,8.0,9.8,Great handling in wet conditions.
H0411,V025,2025-07-01 14:50:00,5.8,6.8,Noticeable noise from tires.
H0412,V091,2025-07-01 14:51:00,9.0,9.6,Great handling in wet conditions.
H0413,V013,2025-07-01 14:52:00,5.5,7.1,Smooth ride with slight vibrations.
H0414,V044,2025-07-01 14:53:00,7.2,8.2,Comfortable and quiet.
H0415,V063,2025-07-01 14:54:00,7.5,7.7,Noticeable noise from tires.
H0416,V005,2025-07-01 14:55:00,7.7,7.5,Comfortable and quiet.
H0417,V053,2025-07-01 14:56:00,8.2,7.8,Great handling in wet conditions.
H0418,V032,2025-07-01 14:57:00,7.8,9.4,Cabin noise higher than expected.
H0419,V087,2025-07-01 14:58:00,7.2,5.4,Needs suspension tuning.
H0420,V015,2025-07-01 14:59:00,7.2,9.7,Vibrations felt on steering wheel.
H0421,V093,2025-07-01 15:00:00,9.1,5.5,Needs suspension tuning.
H0422,V078,2025-07-01 15:01:00,9.6,7.3,Vibrations felt on steering wheel.
H0423,V091,2025-07-01 15:02:00,8.9,8.8,Handles well on rough terrain.
H0424,V016,2025-07-01 15:03:00,8.3,6.2,Cabin noise higher than expected.
H0425,V086,2025-07-01 15:04:00,8.8,8.3,Great handling in wet conditions.
H0426,V086,2025-07-01 15:05:00,5.8,6.6,Cabin noise higher than expected.
H0427,V085,2025-07-01 15:06:00,5.2,6.8,Smooth ride with slight vibrations.
H0428,V066,2025-07-01 15:07:00,7.0,6.4,Smooth ride with slight vibrations.
H0429,V076,2025-07-01 15:08:00,9.4,6.4,Vibrations felt on steering wheel.
H0430,V057,2025-07-01 15:09:00,5.8,8.3,Vibrations felt on steering wheel.
H0431,V044,2025-07-01 15:10:00,6.3,9.7,Needs suspension tuning.
H0432,V039,2025-07-01 15:11:00,9.8,8.6,Cabin noise higher than expected.
H0433,V064,2025-07-01 15:12:00,6.7,5.9,Smooth ride with slight vibrations.
H0434,V002,2025-07-01 15:13:00,7.5,5.6,Handles well on rough terrain.
H0435,V098,2025-07-01 15:14:00,8.5,9.5,Noticeable noise from tires.
H0436,V021,2025-07-01 15:15:00,9.9,9.2,Needs suspension tuning.
H0437,V021,2025-07-01 15:16:00,7.4,7.0,Vibrations felt on steering wheel.
H0438,V008,2025-07-01 15:17:00,6.0,5.9,Noticeable noise from tires.
H0439,V095,2025-07-01 15:18:00,8.8,8.7,Needs suspension tuning.
H0440,V089,2025-07-01 15:19:00,7.2,8.9,Cabin noise higher than expected.
H0441,V083,2025-07-01 15:20:00,5.2,7.4,Noticeable noise from tires.
H0442,V091,2025-07-01 15:21:00,6.7,9.3,Comfortable and quiet.
H0443,V083,2025-07-01 15:22:00,8.5,5.5,Noticeable noise from tires.
H0444,V050,2025-07-01 15:23:00,6.7,8.9,Needs suspension tuning.
H0445,V043,2025-07-01 15:24:00,8.8,10.0,Handles well on rough terrain.
H0446,V033,2025-07-01 15:25:00,9.7,8.9,Handles well on rough terrain.
H0447,V096,2025-07-01 15:26:00,4.0,6.0,Needs suspension tuning.
H0448,V045,2025-07-01 15:27:00,9.6,9.8,Comfortable and quiet.
H0449,V047,2025-07-01 15:28:00,9.6,9.2,Smooth ride with slight vibrations.
H0450,V066,2025-07-01 15:29:00,6.5,7.5,Comfortable and quiet.
H0451,V031,2025-07-01 15:30:00,9.1,8.1,Cabin noise higher than expected.
H0452,V080,2025-07-01 15:31:00,8.8,6.5,Needs suspension tuning.
H0453,V077,2025-07-01 15:32:00,5.5,8.0,Noticeable noise from tires.
H0454,V058,2025-07-01 15:33:00,6.0,9.5,Needs suspension tuning.
H0455,V084,2025-07-01 15:34:00,8.4,6.8,Comfortable and quiet.
H0456,V039,2025-07-01 15:35:00,9.7,5.3,Cabin noise higher than expected.
H0457,V059,2025-07-01 15:36:00,9.7,7.9,Cabin noise higher than expected.
H0458,V038,2025-07-01 15:37:00,8.9,8.6,Vibrations felt on steering wheel.
H0459,V087,2025-07-01 15:38:00,6.5,5.8,Needs suspension tuning.
H0460,V007,2025-07-01 15:39:00,10.0,6.7,Handles well on rough terrain.
H0461,V008,2025-07-01 15:40:00,9.2,6.5,Cabin noise higher than expected.
H0462,V005,2025-07-01 15:41:00,6.7,6.0,Comfortable and quiet.
H0463,V013,2025-07-01 15:42:00,7.8,8.7,Great handling in wet conditions.
H0464,V001,2025-07-01 15:43:00,9.8,5.5,Needs suspension tuning.
H0465,V021,2025-07-01 15:44:00,7.3,9.8,Great handling in wet conditions.
H0466,V098,2025-07-01 15:45:00,8.9,8.4,Vibrations felt on steering wheel.
H0467,V100,2025-07-01 15:46:00,5.8,8.6,Comfortable and quiet.
H0468,V021,2025-07-01 15:47:00,8.7,7.5,Smooth ride with slight vibrations.
H0469,V006,2025-07-01 15:48:00,6.0,7.1,Handles well on rough terrain.
H0470,V100,2025-07-01 15:49:00,8.8,5.4,Great handling in wet conditions.
H0471,V039,2025-07-01 15:50:00,5.6,6.1,Smooth ride with slight vibrations.
H0472,V098,2025-07-01 15:51:00,5.7,9.9,Handles well on rough terrain.
H0473,V054,2025-07-01 15:52:00,6.2,9.8,Handles well on rough terrain.
H0474,V097,2025-07-01 15:53:00,8.1,7.3,Cabin noise higher than expected.
H0475,V048,2025-07-01 15:54:00,8.0,9.2,Comfortable and quiet.
H0476,V025,2025-07-01 15:55:00,9.3,6.8,Handles well on rough terrain.
H0477,V079,2025-07-01 15:56:00,7.4,6.9,Needs suspension tuning.
H0478,V027,2025-07-01 15:57:00,5.6,7.2,Cabin noise higher than expected.
H0479,V029,2025-07-01 15:58:00,6.1,9.2,Comfortable and quiet.
H0480,V040,2025-07-01 15:59:00,8.1,7.3,Handles well on rough terrain.
H0481,V021,2025-07-01 16:00:00,5.1,6.6,Vibrations felt on steering wheel.
H0482,V031,2025-07-01 16:01:00,6.6,6.3,Vibrations felt on steering wheel.
H0483,V033,2025-07-01 16:02:00,9.3,6.9,Handles well on rough terrain.
H0484,V003,2025-07-01 16:03:00,5.7,8.2,Cabin noise higher than expected.
H0485,V091,2025-07-01 16:04:00,8.2,6.5,Handles well on rough terrain.
H0486,V051,2025-07-01 16:05:00,5.5,8.1,Cabin noise higher than expected.
H0487,V051,2025-07-01 16:06:00,7.9,9.4,Vibrations felt on steering wheel.
H0488,V045,2025-07-01 16:07:00,9.8,9.7,Noticeable noise from tires.
H0489,V065,2025-07-01 16:08:00,9.2,8.5,Great handling in wet conditions.
H0490,V063,2025-07-01 16:09:00,8.7,8.5,Vibrations felt on steering wheel.
H0491,V080,2025-07-01 16:10:00,8.7,8.0,Comfortable and quiet.
H0492,V075,2025-07-01 16:11:00,8.4,5.0,Noticeable noise from tires.
H0493,V004,2025-07-01 16:12:00,6.8,6.8,Handles well on rough terrain.
H0494,V056,2025-07-01 16:13:00,8.7,7.0,Handles well on rough terrain.
H0495,V055,2025-07-01 16:14:00,8.8,8.3,Smooth ride with slight vibrations.
H0496,V095,2025-07-01 16:15:00,9.1,7.4,Cabin noise higher than expected.
H0497,V019,2025-07-01 16:16:00,6.4,5.1,Needs suspension tuning.
H0498,V015,2025-07-01 16:17:00,5.9,7.5,Great handling in wet conditions.
H0499,V047,2025-07-01 16:18:00,9.4,7.1,Needs suspension tuning.
H0500,V052,2025-07-01 16:19:00,5.8,9.6,Cabin noise higher than expected.
H0501,V040,2025-07-01 16:20:00,5.7,7.4,Vibrations felt on steering wheel.
H0502,V026,2025-07-01 16:21:00,5.2,5.9,Handles well on rough terrain.
H0503,V018,2025-07-01 16:22:00,7.5,8.2,Needs suspension tuning.
H0504,V068,2025-07-01 16:23:00,8.2,8.3,Cabin noise higher than expected.
H0505,V017,2025-07-01 16:24:00,10.0,9.2,Great handling in wet conditions.
H0506,V088,2025-07-01 16:25:00,5.1,8.7,Great handling in wet conditions.
H0507,V004,2025-07-01 16:26:00,5.4,8.9,Great handling in wet conditions.
H0508,V062,2025-07-01 16:27:00,7.6,6.0,Noticeable noise from tires.
H0509,V079,2025-07-01 16:28:00,9.6,7.6,Great handling in wet conditions.
H0510,V052,2025-07-01 16:29:00,11.0,6.7,Noticeable noise from tires.
H0511,V009,2025-07-01 16:30:00,7.2,9.0,Noticeable noise from tires.
H0512,V066,2025-07-01 16:31:00,6.1,5.1,Smooth ride with slight vibrations.
H0513,V098,2025-07-01 16:32:00,6.6,6.5,Cabin noise higher than expected.
H0514,V072,2025-07-01 16:33:00,7.3,8.3,Smooth ride with slight vibrations.
H0515,V068,2025-07-01 16:34:00,8.4,8.1,Smooth ride with slight vibrations.
H0516,V068,2025-07-01 16:35:00,6.9,6.6,Vibrations felt on steering wheel.
H0517,V005,2025-07-01 16:36:00,8.2,5.1,Comfortable and quiet.
H0518,V092,2025-07-01 16:37:00,9.1,8.0,Noticeable noise from tires.
H0519,V083,2025-07-01 16:38:00,5.2,9.3,Cabin noise higher than expected.
H0520,V042,2025-07-01 16:39:00,7.4,7.0,Smooth ride with slight vibrations.
H0521,V057,2025-07-01 16:40:00,6.0,7.9,Great handling in wet conditions.
H0522,V095,2025-07-01 16:41:00,8.1,6.9,Vibrations felt on steering wheel.
H0523,V004,2025-07-01 16:42:00,8.6,9.5,Vibrations felt on steering wheel.
H0524,V040,2025-07-01 16:43:00,5.7,9.0,Smooth ride with slight vibrations.
H0525,V041,2025-07-01 16:44:00,7.1,6.2,Smooth ride with slight vibrations.
H0526,V018,2025-07-01 16:45:00,8.8,7.5,Great handling in wet conditions.
H0527,V072,2025-07-01 16:46:00,6.5,5.2,Noticeable noise from tires.
H0528,V022,2025-07-01 16:47:00,8.0,7.4,Smooth ride with slight vibrations.
H0529,V014,2025-07-01 16:48:00,5.8,5.7,Vibrations felt on steering wheel.
H0530,V021,2025-07-01 16:49:00,9.8,6.6,Cabin noise higher than expected.
H0531,V030,2025-07-01 16:50:00,9.7,7.1,Smooth ride with slight vibrations.
H0532,V042,2025-07-01 16:51:00,5.7,6.2,Great handling in wet conditions.
H0533,V046,2025-07-01 16:52:00,9.7,5.3,Needs suspension tuning.
H0534,V094,2025-07-01 16:53:00,9.3,6.3,Vibrations felt on steering wheel.
H0535,V043,2025-07-01 16:54:00,5.2,8.8,Cabin noise higher than expected.
H0536,V019,2025-07-01 16:55:00,7.9,9.6,Comfortable and quiet.
H0537,V038,2025-07-01 16:56:00,6.3,8.7,Needs suspension tuning.
H0538,V012,2025-07-01 16:57:00,6.1,6.0,Smooth ride with slight vibrations.
H0539,V055,2025-07-01 16:58:00,7.3,9.4,Handles well on rough terrain.
H0540,V025,2025-07-01 16:59:00,5.1,8.7,Needs suspension tuning.
H0541,V036,2025-07-01 17:00:00,8.0,6.8,Vibrations felt on steering wheel.
H0542,V045,2025-07-01 17:01:00,5.0,7.1,Great handling in wet conditions.
H0543,V044,2025-07-01 17:02:00,6.4,6.1,Great handling in wet conditions.
H0544,V046,2025-07-01 17:03:00,8.6,8.4,Needs suspension tuning.
H0545,V037,2025-07-01 17:04:00,7.2,7.0,Vibrations felt on steering wheel.
H0546,V051,2025-07-01 17:05:00,7.5,5.5,Smooth ride with slight vibrations.
H0547,V045,2025-07-01 17:06:00,8.5,8.8,Noticeable noise from tires.
H0548,V057,2025-07-01 17:07:00,6.8,9.9,Smooth ride with slight vibrations.
H0549,V037,2025-07-01 17:08:00,9.2,6.2,Great handling in wet conditions.
H0550,V007,2025-07-01 17:09:00,8.5,8.5,Comfortable and quiet.
H0551,V073,2025-07-01 17:10:00,5.5,9.9,Smooth ride with slight vibrations.
H0552,V043,2025-07-01 17:11:00,5.5,6.8,Needs suspension tuning.
H0553,V062,2025-07-01 17:12:00,9.5,7.9,Cabin noise higher than expected.
H0554,V046,2025-07-01 17:13:00,6.4,7.2,Smooth ride with slight vibrations.
H0555,V055,2025-07-01 17:14:00,6.3,6.8,Smooth ride with slight vibrations.
H0556,V054,2025-07-01 17:15:00,9.7,6.8,Needs suspension tuning.
H0557,V050,2025-07-01 17:16:00,6.8,8.2,Needs suspension tuning.
H0558,V028,2025-07-01 17:17:00,9.5,9.5,Handles well on rough terrain.
H0559,V085,2025-07-01 17:18:00,9.5,9.4,Needs suspension tuning.
H0560,V001,2025-07-01 17:19:00,6.7,5.9,Smooth ride with slight vibrations.
H0561,V015,2025-07-01 17:20:00,7.0,7.7,Vibrations felt on steering wheel.
H0562,V062,2025-07-01 17:21:00,6.5,8.7,Needs suspension tuning.
H0563,V018,2025-07-01 17:22:00,7.4,9.4,Vibrations felt on steering wheel.
H0564,V071,2025-07-01 17:23:00,7.1,6.8,Noticeable noise from tires.
H0565,V013,2025-07-01 17:24:00,7.2,9.5,Vibrations felt on steering wheel.
H0566,V037,2025-07-01 17:25:00,8.2,5.6,Needs suspension tuning.
H0567,V004,2025-07-01 17:26:00,9.9,5.2,Comfortable and quiet.
H0568,V030,2025-07-01 17:27:00,6.4,8.6,Comfortable and quiet.
H0569,V069,2025-07-01 17:28:00,7.3,9.7,Vibrations felt on steering wheel.
H0570,V080,2025-07-01 17:29:00,6.4,5.7,Comfortable and quiet.
H0571,V064,2025-07-01 17:30:00,8.5,6.4,Cabin noise higher than expected.
H0572,V071,2025-07-01 17:31:00,6.2,6.8,Noticeable noise from tires.
H0573,V095,2025-07-01 17:32:00,5.4,5.9,Noticeable noise from tires.
H0574,V013,2025-07-01 17:33:00,6.4,6.3,Smooth ride with slight vibrations.
H0575,V092,2025-07-01 17:34:00,9.0,9.7,Vibrations felt on steering wheel.
H0576,V087,2025-07-01 17:35:00,8.9,5.5,Smooth ride with slight vibrations.
H0577,V001,2025-07-01 17:36:00,8.9,7.0,Noticeable noise from tires.
H0578,V054,2025-07-01 17:37:00,9.3,7.5,Vibrations felt on steering wheel.
H0579,V008,2025-07-01 17:38:00,8.6,5.8,Smooth ride with slight vibrations.
H0580,V055,2025-07-01 17:39:00,9.6,8.6,Comfortable and quiet.
H0581,V094,2025-07-01 17:40:00,5.4,8.5,Great handling in wet conditions.
H0582,V056,2025-07-01 17:41:00,5.8,6.6,Comfortable and quiet.
H0583,V079,2025-07-01 17:42:00,8.3,7.9,Noticeable noise from tires.
H0584,V073,2025-07-01 17:43:00,6.0,7.5,Great handling in wet conditions.
H0585,V039,2025-07-01 17:44:00,6.6,9.7,Needs suspension tuning.
H0586,V048,2025-07-01 17:45:00,7.1,9.3,Vibrations felt on steering wheel.
H0587,V012,2025-07-01 17:46:00,9.4,8.9,Handles well on rough terrain.
H0588,V023,2025-07-01 17:47:00,7.9,5.6,Smooth ride with slight vibrations.
H0589,V080,2025-07-01 17:48:00,8.6,5.5,Cabin noise higher than expected.
H0590,V045,2025-07-01 17:49:00,8.4,9.8,Handles well on rough terrain.
H0591,V033,2025-07-01 17:50:00,7.9,7.6,Vibrations felt on steering wheel.
H0592,V002,2025-07-01 17:51:00,6.2,7.3,Handles well on rough terrain.
H0593,V045,2025-07-01 17:52:00,9.0,5.7,Great handling in wet conditions.
H0594,V039,2025-07-01 17:53:00,6.8,5.1,Noticeable noise from tires.
H0595,V010,2025-07-01 17:54:00,7.6,7.8,Needs suspension tuning.
H0596,V042,2025-07-01 17:55:00,6.8,9.5,Handles well on rough terrain.
H0597,V002,2025-07-01 17:56:00,9.1,8.4,Needs suspension tuning.
H0598,V027,2025-07-01 17:57:00,7.4,7.3,Smooth ride with slight vibrations.
H0599,V052,2025-07-01 17:58:00,5.6,7.9,Noticeable noise from tires.
H0600,V051,2025-07-01 17:59:00,4.0,7.1,Great handling in wet conditions.
H0601,V013,2025-07-01 18:00:00,7.8,9.3,Great handling in wet conditions.
H0602,V013,2025-07-01 18:01:00,8.6,7.8,Great handling in wet conditions.
H0603,V083,2025-07-01 18:02:00,8.2,5.5,Vibrations felt on steering wheel.
H0604,V030,2025-07-01 18:03:00,5.3,8.7,Smooth ride with slight vibrations.
H0605,V063,2025-07-01 18:04:00,9.9,8.0,Cabin noise higher than expected.
H0606,V093,2025-07-01 18:05:00,6.0,9.2,Noticeable noise from tires.
H0607,V001,2025-07-01 18:06:00,8.3,8.5,Needs suspension tuning.
H0608,V097,2025-07-01 18:07:00,6.1,6.1,Needs suspension tuning.
H0609,V001,2025-07-01 18:08:00,6.6,8.9,Cabin noise higher than expected.
H0610,V067,2025-07-01 18:09:00,9.2,8.1,Comfortable and quiet.
H0611,V087,2025-07-01 18:10:00,8.1,7.9,Vibrations felt on steering wheel.
H0612,V033,2025-07-01 18:11:00,6.6,6.2,Noticeable noise from tires.
H0613,V100,2025-07-01 18:12:00,5.6,7.0,Vibrations felt on steering wheel.
H0614,V085,2025-07-01 18:13:00,5.8,9.9,Handles well on rough terrain.
H0615,V041,2025-07-01 18:14:00,9.0,6.5,Comfortable and quiet.
H0616,V014,2025-07-01 18:15:00,7.9,8.1,Handles well on rough terrain.
H0617,V015,2025-07-01 18:16:00,8.2,7.5,Noticeable noise from tires.
H0618,V084,2025-07-01 18:17:00,5.3,8.3,Cabin noise higher than expected.
H0619,V050,2025-07-01 18:18:00,6.5,5.0,Cabin noise higher than expected.
H0620,V016,2025-07-01 18:19:00,7.8,7.9,Needs suspension tuning.
H0621,V032,2025-07-01 18:20:00,6.5,5.0,Needs suspension tuning.
H0622,V018,2025-07-01 18:21:00,8.8,5.6,Vibrations felt on steering wheel.
H0623,V035,2025-07-01 18:22:00,7.2,6.5,Handles well on rough terrain.
H0624,V059,2025-07-01 18:23:00,9.8,5.4,Cabin noise higher than expected.
H0625,V084,2025-07-01 18:24:00,7.1,7.9,Needs suspension tuning.
H0626,V073,2025-07-01 18:25:00,9.8,7.8,Great handling in wet conditions.
H0627,V047,2025-07-01 18:26:00,7.0,9.0,Vibrations felt on steering wheel.
H0628,V025,2025-07-01 18:27:00,5.6,6.1,Needs suspension tuning.
H0629,V071,2025-07-01 18:28:00,5.7,7.4,Needs suspension tuning.
H0630,V001,2025-07-01 18:29:00,9.5,5.7,Great handling in wet conditions.
H0631,V043,2025-07-01 18:30:00,7.3,5.6,Comfortable and quiet.
H0632,V045,2025-07-01 18:31:00,8.0,6.6,Great handling in wet conditions.
H0633,V007,2025-07-01 18:32:00,9.0,7.1,Needs suspension tuning.
H0634,V009,2025-07-01 18:33:00,9.2,5.1,Comfortable and quiet.
H0635,V002,2025-07-01 18:34:00,11.0,7.8,Great handling in wet conditions.
H0636,V037,2025-07-01 18:35:00,5.4,8.0,Needs suspension tuning.
H0637,V046,2025-07-01 18:36:00,6.3,7.8,Noticeable noise from tires.
H0638,V074,2025-07-01 18:37:00,7.3,6.7,Smooth ride with slight vibrations.
H0639,V011,2025-07-01 18:38:00,5.1,10.0,Cabin noise higher than expected.
H0640,V011,2025-07-01 18:39:00,9.7,7.1,Cabin noise higher than expected.
H0641,V002,2025-07-01 18:40:00,6.5,6.5,Vibrations felt on steering wheel.
H0642,V046,2025-07-01 18:41:00,8.6,9.2,Vibrations felt on steering wheel.
H0643,V027,2025-07-01 18:42:00,8.2,5.9,Smooth ride with slight vibrations.
H0644,V043,2025-07-01 18:43:00,6.5,9.2,Noticeable noise from tires.
H0645,V022,2025-07-01 18:44:00,8.4,9.6,Comfortable and quiet.
H0646,V016,2025-07-01 18:45:00,11.0,6.9,Needs suspension tuning.
H0647,V074,2025-07-01 18:46:00,6.1,5.5,Smooth ride with slight vibrations.
H0648,V023,2025-07-01 18:47:00,6.5,6.7,Smooth ride with slight vibrations.
H0649,V086,2025-07-01 18:48:00,8.0,9.4,Cabin noise higher than expected.
H0650,V089,2025-07-01 18:49:00,6.9,7.1,Vibrations felt on steering wheel.
H0651,V017,2025-07-01 18:50:00,8.2,6.5,Handles well on rough terrain.
H0652,V016,2025-07-01 18:51:00,9.4,9.3,Noticeable noise from tires.
H0653,V081,2025-07-01 18:52:00,6.3,5.5,Smooth ride with slight vibrations.
H0654,V080,2025-07-01 18:53:00,7.7,8.2,Handles well on rough terrain.
H0655,V019,2025-07-01 18:54:00,5.9,9.0,Handles well on rough terrain.
H0656,V023,2025-07-01 18:55:00,7.4,6.8,Cabin noise higher than expected.
H0657,V071,2025-07-01 18:56:00,6.3,7.2,Smooth ride with slight vibrations.
H0658,V053,2025-07-01 18:57:00,9.0,9.0,Great handling in wet conditions.
H0659,V050,2025-07-01 18:58:00,8.1,8.5,Comfortable and quiet.
H0660,V095,2025-07-01 18:59:00,5.8,8.5,Comfortable and quiet.
H0661,V066,2025-07-01 19:00:00,9.1,7.4,Smooth ride with slight vibrations.
H0662,V059,2025-07-01 19:01:00,5.3,7.2,Great handling in wet conditions.
H0663,V024,2025-07-01 19:02:00,8.2,9.4,Smooth ride with slight vibrations.
H0664,V075,2025-07-01 19:03:00,7.5,8.0,Noticeable noise from tires.
H0665,V053,2025-07-01 19:04:00,6.0,7.4,Handles well on rough terrain.
H0666,V089,2025-07-01 19:05:00,7.6,5.2,Noticeable noise from tires.
H0667,V014,2025-07-01 19:06:00,6.0,7.4,Vibrations felt on steering wheel.
H0668,V004,2025-07-01 19:07:00,7.2,9.5,Comfortable and quiet.
H0669,V016,2025-07-01 19:08:00,5.6,7.3,Comfortable and quiet.
H0670,V022,2025-07-01 19:09:00,5.3,9.7,Smooth ride with slight vibrations.
H0671,V052,2025-07-01 19:10:00,7.1,7.4,Cabin noise higher than expected.
H0672,V083,2025-07-01 19:11:00,7.7,8.3,Noticeable noise from tires.
H0673,V080,2025-07-01 19:12:00,5.1,9.8,Cabin noise higher than expected.
H0674,V068,2025-07-01 19:13:00,6.3,7.3,Needs suspension tuning.
H0675,V028,2025-07-01 19:14:00,7.0,9.7,Comfortable and quiet.
H0676,V090,2025-07-01 19:15:00,8.9,9.9,Needs suspension tuning.
H0677,V095,2025-07-01 19:16:00,9.7,6.9,Handles well on rough terrain.
H0678,V048,2025-07-01 19:17:00,8.0,5.4,Noticeable noise from tires.
H0679,V051,2025-07-01 19:18:00,6.3,5.9,Needs suspension tuning.
H0680,V033,2025-07-01 19:19:00,5.3,5.6,Vibrations felt on steering wheel.
H0681,V001,2025-07-01 19:20:00,8.1,6.4,Needs suspension tuning.
H0682,V014,2025-07-01 19:21:00,8.1,7.5,Noticeable noise from tires.
H0683,V076,2025-07-01 19:22:00,8.9,9.9,Noticeable noise from tires.
H0684,V026,2025-07-01 19:23:00,7.6,5.7,Handles well on rough terrain.
H0685,V007,2025-07-01 19:24:00,8.2,9.2,Cabin noise higher than expected.
